"","text","emosi.anger","emosi.anticipation","emosi.disgust","emosi.fear","emosi.joy","emosi.sadness","emosi.surprise","emosi.trust","emosi.negative","emosi.positive"
"182","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"183","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"184","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"185","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"186","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"187","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"188","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"189","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"190","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"191","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"192","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"193","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"194","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"195","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"196","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"197","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"198","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"199","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"200","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"201","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"202","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"203","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"204","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"205","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"206","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"207","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"208","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"209","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"210","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"211","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"212","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"213","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"214","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"215","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"216","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"217","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"218","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"219","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"220","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"221","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"222","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"223","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"224","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"225","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"226","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"227","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"228","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"229","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"230","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"231","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"232","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"233","rtsebenarnya yg banyak radikal itu merintah terhadarakyat rakyat sll di bohongi di rmainkan serti bisnis r",0,0,0,0,0,0,0,0,0,0
"234","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"235","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"236","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"237","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"238","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"239","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"240","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"241","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"242","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"243","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"244","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"245","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"246","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"247","sebenarnya yg banyak radikal itu merintah terhadarakyat rakyat sll di bohongi di rmainkan serti bisnis ",0,0,0,0,0,0,0,0,0,0
"248","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"249","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"250","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"251","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"252","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"253","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"254","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"255","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"256","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"257","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"258","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"259","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"260","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"261","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"262","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"263","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"264","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"265","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"266","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"267","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"268","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"269","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"270","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"271","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"272","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"273","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"274","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"275","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"276","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"277","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"278","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"279","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"280","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"281","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"282","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"283","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"284","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"285","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"286","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"287","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"288","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"289","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"290","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"291","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"292","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"293","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"294","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"295","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"296","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"297","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"298","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"299","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"300","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"301","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"302","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"303","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"304","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"305","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"306","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"307","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"308","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"309","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"310","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"311","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"312","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"313","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"314","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"315","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"316","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"317","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"318","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"319","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"320","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"321","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"322","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"323","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"324","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"325","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"326","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"327","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"328","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"329","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"330","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"331","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"332","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"333","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"334","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"335","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"336","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"337","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"338","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"339","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"340","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"341","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"342","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"343","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"344","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"345","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"346","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"347","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"348","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"349","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"350","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"351","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"352","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"353","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"354","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"355","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"356","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"357","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"358","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"359","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
